BFS_NR,Gemeindename,Jahr,Einwohner_pro_Quadratkilometer,Einwohner 0-14 Jahre alt,Einwohner 15-29 Jahre alt,Einwohner 30-44 Jahre alt,Einwohner 45-59 Jahre alt,Einwohner 60-74 Jahre alt,Einwohner 75-89 Jahre alt,Einwohner 90-104 Jahre alt,durchschnittliches_steuerbares_Einkommen_pro_Einwohner,Finanzvermoegen_pro_Einwohner,Einwohner,Einbruchdiebstahl_Total,Einschleichdiebstahl_Total,Einbruchdiebstahl_Versucht,Einschleichdiebstahl_Versucht,Einbruchdiebstahl_Vollendet,Einschleichdiebstahl_Vollendet
83,Buchs,2021,1122.1,1006,1205,1489,1531,955,370,31,64146.0,8561.0,6555.0,9.0,2.0,2.0,1.0,7.0,1.0
84,Dällikon,2021,955.7,711,678,994,955,629,306,18,64218.0,12869.0,4278.0,8.0,0.0,4.0,0.0,4.0,0.0
85,Dänikon,2021,655.7,292,292,360,470,328,93,14,69696.0,14042.0,1846.0,1.0,2.0,1.0,0.0,0.0,2.0
86,Dielsdorf,2021,1027.4,892,965,1470,1280,951,438,45,61593.0,7251.0,5968.0,22.0,8.0,8.0,0.0,14.0,8.0
87,Hüttikon,2021,577.5,206,94,213,229,128,46,8,91028.0,10455.0,951.0,1.0,0.0,0.0,0.0,1.0,0.0
88,Neerach,2021,544.8,407,384,625,865,707,253,28,92565.0,16168.0,3229.0,6.0,0.0,1.0,0.0,5.0,0.0
89,Niederglatt,2021,1373.7,733,878,976,1226,796,317,33,60376.0,9314.0,4938.0,12.0,3.0,4.0,1.0,8.0,2.0
90,Niederhasli,2021,836.8,1524,1645,2053,2114,1383,672,56,62860.0,7554.0,9449.0,21.0,3.0,5.0,0.0,16.0,3.0
91,Niederweningen,2021,453.9,511,500,581,838,466,195,18,70345.0,7526.0,3089.0,4.0,0.0,3.0,0.0,1.0,0.0
92,Oberglatt,2021,901.8,1202,1521,1876,1577,924,323,26,52755.0,10042.0,7386.0,14.0,6.0,8.0,1.0,6.0,5.0
93,Oberweningen,2021,385.1,272,296,374,482,338,123,6,69516.0,5002.0,1897.0,9.0,1.0,5.0,0.0,4.0,1.0
94,Otelfingen,2021,408.1,503,430,617,705,436,215,24,71034.0,10214.0,2943.0,6.0,1.0,2.0,0.0,4.0,1.0
95,Regensberg,2021,192.5,59,60,70,142,73,47,9,86160.0,24778.0,459.0,2.0,0.0,1.0,0.0,1.0,0.0
96,Regensdorf,2021,1268.4,2915,3176,4265,3945,2646,1426,146,59340.0,10389.0,18568.0,31.0,6.0,13.0,0.0,18.0,6.0
97,Rümlang,2021,668.0,1402,1384,2111,1666,1132,521,81,60577.0,10386.0,8277.0,27.0,10.0,12.0,0.0,15.0,10.0
98,Schleinikon,2021,151.9,115,155,169,227,143,46,5,63584.0,7975.0,858.0,2.0,0.0,0.0,0.0,2.0,0.0
99,Schöfflisdorf,2021,347.8,194,175,222,377,251,146,9,72363.0,7280.0,1394.0,4.0,1.0,2.0,0.0,2.0,1.0
100,Stadel,2021,181.8,341,378,474,576,379,173,20,63790.0,5579.0,2336.0,3.0,0.0,0.0,0.0,3.0,0.0
101,Steinmaur,2021,381.0,556,593,805,766,570,286,32,68504.0,4606.0,3583.0,12.0,2.0,6.0,0.0,6.0,2.0
102,Weiach,2021,213.8,335,336,527,451,302,88,11,59174.0,15748.0,1990.0,14.0,0.0,2.0,0.0,12.0,0.0
111,Bäretswil,2021,225.7,796,683,933,1142,968,450,39,60771.0,3880.0,5052.0,6.0,1.0,2.0,0.0,4.0,1.0
112,Bubikon,2021,636.7,1196,1143,1351,1733,1313,608,47,68405.0,3351.0,7371.0,6.0,3.0,1.0,0.0,5.0,3.0
113,Dürnten,2021,751.9,1203,1262,1499,1806,1284,568,55,61497.0,5397.0,7645.0,7.0,2.0,0.0,1.0,7.0,1.0
114,Fischenthal,2021,85.6,436,427,528,619,428,136,9,54081.0,8137.0,2501.0,1.0,1.0,0.0,1.0,1.0,0.0
115,Gossau,2021,558.3,1612,1577,1932,2323,1807,897,80,67940.0,3388.0,10282.0,7.0,5.0,3.0,2.0,4.0,3.0
116,Grüningen,2021,436.9,620,574,826,826,659,289,29,69464.0,4847.0,3716.0,5.0,4.0,5.0,1.0,0.0,3.0
117,Hinwil,2021,522.0,1738,1831,2333,2536,2035,1058,93,61489.0,5654.0,11354.0,27.0,11.0,19.0,0.0,8.0,11.0
118,Rüti,2021,1251.8,1858,2174,2658,2684,2066,1079,112,56111.0,6006.0,12494.0,23.0,7.0,8.0,0.0,15.0,7.0
119,Seegräben,2021,376.5,218,180,307,339,254,116,9,69148.0,5810.0,1427.0,2.0,1.0,0.0,0.0,2.0,1.0
120,Wald,2021,406.3,1582,1591,2207,2284,1767,751,90,54992.0,2775.0,10200.0,9.0,4.0,4.0,0.0,5.0,4.0
121,Wetzikon,2021,1521.3,3931,4614,5671,5177,3750,2107,201,56496.0,9561.0,25056.0,45.0,14.0,18.0,2.0,27.0,12.0
131,Adliswil,2021,2441.9,3030,2763,4717,3943,2595,1754,196,66515.0,5676.0,19049.0,28.0,14.0,9.0,1.0,19.0,13.0
135,Kilchberg,2021,3588.4,1648,1096,2332,2146,1175,802,95,139804.0,17293.0,9207.0,30.0,9.0,18.0,2.0,12.0,7.0
136,Langnau,2021,920.1,1291,1233,1556,1786,1183,842,86,77631.0,5914.0,7902.0,10.0,5.0,3.0,1.0,7.0,4.0
137,Oberrieden,2021,1852.9,763,633,937,1180,894,646,61,95956.0,9408.0,5122.0,7.0,0.0,3.0,0.0,4.0,0.0
138,Richterswil,2021,1830.2,2270,2044,2679,3174,2266,1260,107,74839.0,4239.0,13670.0,11.0,7.0,4.0,1.0,7.0,6.0
139,Rüschlikon,2021,2094.9,1098,769,1352,1412,893,523,91,132525.0,16115.0,6113.0,22.0,3.0,8.0,0.0,14.0,3.0
141,Thalwil,2021,3356.0,2943,2499,4438,4066,2691,1685,203,88701.0,6004.0,18278.0,39.0,11.0,13.0,0.0,26.0,11.0
151,Erlenbach,2021,1891.9,877,776,1033,1431,881,544,77,147215.0,15533.0,5606.0,17.0,1.0,4.0,0.0,13.0,1.0
152,Herrliberg,2021,742.9,1002,933,1120,1677,1162,681,96,151533.0,23469.0,6567.0,11.0,6.0,5.0,0.0,6.0,6.0
153,Hombrechtikon,2021,721.6,1351,1311,1596,2045,1582,842,77,64590.0,8321.0,8815.0,11.0,5.0,3.0,0.0,8.0,5.0
154,Küsnacht,2021,1200.8,2429,1883,2861,3363,2315,1690,253,150233.0,18344.0,14811.0,54.0,11.0,20.0,0.0,34.0,11.0
155,Männedorf,2021,2387.8,1682,1658,2102,2846,1715,1219,144,88166.0,5686.0,11397.0,10.0,4.0,5.0,1.0,5.0,3.0
156,Meilen,2021,1236.0,2386,1870,2954,3513,2287,1489,185,112864.0,11298.0,14539.0,16.0,10.0,2.0,0.0,14.0,10.0
157,Oetwil,2021,811.7,801,780,1079,1225,745,292,21,56967.0,9033.0,4857.0,9.0,0.0,2.0,0.0,7.0,0.0
158,Stäfa,2021,1718.1,2032,2005,2637,3565,2749,1657,148,87588.0,9313.0,14791.0,12.0,6.0,6.0,1.0,6.0,5.0
159,Uetikon,2021,1796.9,931,975,1077,1598,1033,614,79,96888.0,12380.0,6225.0,10.0,9.0,6.0,1.0,4.0,8.0
160,Zumikon,2021,1020.8,915,756,924,1316,883,702,88,137359.0,12055.0,5587.0,28.0,7.0,6.0,0.0,22.0,7.0
161,Zollikon,2021,1702.3,2173,1637,2800,3041,1960,1490,262,141880.0,12845.0,13311.0,47.0,9.0,18.0,1.0,29.0,8.0
172,Fehraltorf,2021,701.8,1128,962,1440,1493,1149,462,33,69214.0,6330.0,6574.0,21.0,3.0,12.0,0.0,9.0,3.0
173,Hittnau,2021,290.2,642,564,694,960,674,211,25,68584.0,10296.0,3733.0,4.0,5.0,1.0,1.0,3.0,4.0
176,Lindau,2021,469.9,856,891,1068,1407,912,424,43,68552.0,6570.0,5585.0,14.0,2.0,6.0,0.0,8.0,2.0
177,Pfäffikon,2021,633.3,1845,1864,2540,2745,2078,1138,121,67250.0,4361.0,12174.0,18.0,9.0,8.0,0.0,10.0,9.0
178,Russikon,2021,312.7,748,584,784,1074,845,384,43,76247.0,6358.0,4410.0,12.0,10.0,3.0,0.0,9.0,10.0
180,Weisslingen,2021,268.9,529,522,622,839,624,272,29,71594.0,8406.0,3365.0,7.0,1.0,0.0,0.0,7.0,1.0
1,Aeugst,2022,252.0,286,257,339,510,429,156,14,86111.0,13013.0,1988.0,2.0,0.0,0.0,0.0,2.0,0.0
2,Affoltern,2022,1189.4,1881,2138,2832,2511,1966,1079,117,60095.0,4684.0,12404.0,29.0,11.0,10.0,4.0,19.0,7.0
3,Bonstetten,2022,755.2,980,789,1177,1337,882,429,25,73784.0,5176.0,5632.0,5.0,8.0,3.0,0.0,2.0,8.0
4,Hausen,2022,284.1,625,552,673,975,707,314,26,72055.0,12828.0,3852.0,9.0,6.0,4.0,1.0,5.0,5.0
5,Hedingen,2022,589.0,585,638,748,945,649,277,22,78570.0,9038.0,3780.0,5.0,3.0,3.0,0.0,2.0,3.0
6,Kappel,2022,168.9,277,166,286,341,175,68,8,72970.0,11845.0,1290.0,3.0,0.0,0.0,0.0,3.0,0.0
7,Knonau,2022,371.5,481,360,499,544,365,148,14,72943.0,7695.0,2445.0,1.0,0.0,1.0,0.0,0.0,0.0
8,Maschwanden,2022,137.6,119,78,115,168,109,49,6,58041.0,5305.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Mettmenstetten,2022,430.4,1049,806,1178,1230,890,440,32,73738.0,7332.0,5570.0,11.0,1.0,2.0,0.0,9.0,1.0
10,Obfelden,2022,764.4,1052,905,1256,1254,841,434,37,65390.0,7632.0,5760.0,11.0,3.0,5.0,0.0,6.0,3.0
11,Ottenbach,2022,568.3,450,403,534,634,584,227,15,73323.0,5685.0,2745.0,11.0,1.0,4.0,0.0,7.0,1.0
12,Rifferswil,2022,174.8,223,156,198,288,205,71,9,75248.0,13694.0,1150.0,1.0,0.0,0.0,0.0,1.0,0.0
13,Stallikon,2022,320.7,707,434,804,975,623,296,16,84284.0,4374.0,3825.0,1.0,2.0,0.0,0.0,1.0,2.0
22,Benken,2022,149.6,126,115,162,210,171,59,4,70346.0,11699.0,852.0,5.0,1.0,2.0,0.0,3.0,1.0
23,Berg,2022,84.2,71,77,95,139,140,65,5,97830.0,19269.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Buch,2022,102.2,201,131,230,227,173,71,5,67982.0,15409.0,1026.0,1.0,0.0,1.0,0.0,0.0,0.0
25,Dachsen,2022,733.5,270,293,324,493,357,197,17,67553.0,7986.0,1945.0,3.0,0.0,1.0,0.0,2.0,0.0
26,Dorf,2022,128.5,105,113,136,181,120,56,1,67550.0,10427.0,695.0,1.0,0.0,1.0,0.0,0.0,0.0
27,Feuerthalen,2022,1506.4,595,543,853,809,604,321,41,60018.0,4138.0,3764.0,5.0,0.0,3.0,0.0,2.0,0.0
28,Flaach,2022,144.5,226,229,295,359,232,124,9,66223.0,13178.0,1441.0,4.0,0.0,2.0,0.0,2.0,0.0
29,Flurlingen,2022,630.8,227,219,293,367,263,129,16,73682.0,8219.0,1516.0,7.0,2.0,2.0,1.0,5.0,1.0
31,Henggart,2022,742.4,347,366,353,558,383,230,20,65723.0,6480.0,2304.0,4.0,4.0,1.0,1.0,3.0,3.0
33,Kleinandelfingen,2022,207.1,342,295,417,502,392,170,13,65382.0,9306.0,2133.0,3.0,1.0,2.0,0.0,1.0,1.0
34,Laufen-Uhwiesen,2022,283.0,223,244,280,463,360,186,24,77603.0,12445.0,1782.0,11.0,1.0,6.0,1.0,5.0,0.0
35,Marthalen,2022,137.6,308,281,379,407,399,167,7,67851.0,8080.0,1927.0,11.0,1.0,6.0,0.0,5.0,1.0
37,Ossingen,2022,130.6,261,277,344,380,306,131,11,59639.0,8303.0,1696.0,2.0,3.0,1.0,2.0,1.0,1.0
38,Rheinau,2022,143.4,172,178,197,312,301,109,16,60282.0,9980.0,1297.0,3.0,0.0,2.0,0.0,1.0,0.0
39,Thalheim,2022,151.8,159,135,197,261,151,71,5,64296.0,9798.0,973.0,3.0,1.0,1.0,0.0,2.0,1.0
40,Trüllikon,2022,111.4,140,149,198,235,238,98,7,59288.0,7862.0,1060.0,2.0,0.0,2.0,0.0,0.0,0.0
41,Truttikon,2022,105.5,63,72,70,123,92,43,1,59049.0,16442.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Volken,2022,116.2,69,60,79,105,44,23,1,69317.0,18691.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Bachenbülach,2022,979.3,660,656,808,969,660,418,30,62913.0,8565.0,4224.0,3.0,6.0,0.0,0.0,3.0,6.0
52,Bassersdorf,2022,1340.7,1899,1991,2614,2791,1778,919,61,63420.0,5948.0,11960.0,17.0,15.0,7.0,0.0,10.0,15.0
53,Bülach,2022,1469.1,3863,4373,5708,4638,3062,1796,153,60282.0,8085.0,22193.0,42.0,35.0,9.0,5.0,33.0,30.0
54,Dietlikon,2022,1850.5,1212,1251,1679,1662,1187,762,93,66234.0,7789.0,7875.0,21.0,9.0,9.0,2.0,12.0,7.0
55,Eglisau,2022,607.5,976,793,1188,1242,863,416,50,72745.0,8807.0,5506.0,14.0,7.0,2.0,0.0,12.0,7.0
56,Embrach,2022,786.2,1569,1767,2152,2214,1500,734,65,58334.0,7033.0,9870.0,26.0,11.0,11.0,0.0,15.0,11.0
57,Freienstein-Teufen,2022,286.1,335,327,416,581,513,204,10,70300.0,7761.0,2397.0,0.0,2.0,0.0,0.0,0.0,2.0
58,Glattfelden,2022,429.2,868,796,1105,1331,765,359,34,63008.0,7996.0,5350.0,11.0,2.0,1.0,0.0,10.0,2.0
59,Hochfelden,2022,322.7,327,300,365,479,373,137,13,64606.0,10972.0,2013.0,1.0,1.0,0.0,0.0,1.0,1.0
60,Höri,2022,691.2,488,653,755,733,479,164,25,56611.0,11756.0,3031.0,3.0,4.0,1.0,0.0,2.0,4.0
61,Hüntwangen,2022,222.9,154,157,180,276,215,103,7,70739.0,10298.0,1081.0,1.0,0.0,1.0,0.0,0.0,0.0
62,Kloten,2022,1081.7,2885,3782,5326,4472,2730,1522,191,55823.0,11056.0,20779.0,83.0,28.0,52.0,1.0,31.0,27.0
63,Lufingen,2022,533.4,485,435,666,662,390,122,3,77011.0,5812.0,2616.0,3.0,4.0,2.0,1.0,1.0,3.0
64,Nürensdorf,2022,564.7,797,777,1061,1382,1025,604,52,80030.0,4910.0,5719.0,13.0,5.0,6.0,0.0,7.0,5.0
65,Oberembrach,2022,106.3,134,131,215,293,199,103,8,73539.0,7442.0,1085.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Opfikon,2022,3772.7,3449,3818,6413,3999,2204,1117,127,56398.0,7231.0,21066.0,50.0,15.0,20.0,0.0,30.0,15.0
67,Rafz,2022,436.0,699,703,984,1057,829,366,32,64551.0,4617.0,4676.0,12.0,5.0,6.0,0.0,6.0,5.0
68,Rorbas,2022,646.2,524,436,687,681,419,154,7,60911.0,14868.0,2903.0,0.0,4.0,0.0,1.0,0.0,3.0
69,Wallisellen,2022,2678.6,2669,2796,4667,3551,2157,1274,163,70596.0,12591.0,17280.0,30.0,22.0,13.0,8.0,17.0,14.0
70,Wasterkingen,2022,149.0,81,73,101,129,155,43,5,62581.0,14002.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Wil,2022,174.6,247,218,288,363,315,119,14,73476.0,10231.0,1515.0,2.0,0.0,2.0,0.0,0.0,0.0
72,Winkel,2022,600.1,700,627,1033,1180,877,409,29,94926.0,10969.0,4841.0,9.0,5.0,5.0,0.0,4.0,5.0
81,Bachs,2022,69.6,96,62,134,163,124,55,5,64478.0,11662.0,632.0,1.0,1.0,1.0,0.0,0.0,1.0
82,Boppelsen,2022,369.0,237,215,261,382,228,123,8,90381.0,10041.0,1462.0,2.0,0.0,0.0,0.0,2.0,0.0
83,Buchs,2022,1124.0,1003,1165,1515,1501,1000,386,28,63175.0,7017.0,6602.0,14.0,7.0,4.0,1.0,10.0,6.0
84,Dällikon,2022,950.6,709,685,972,916,648,322,16,60328.0,14104.0,4299.0,15.0,3.0,6.0,0.0,9.0,3.0
85,Dänikon,2022,660.3,287,293,374,456,342,99,11,68804.0,14417.0,1848.0,1.0,5.0,1.0,0.0,0.0,5.0
86,Dielsdorf,2022,1044.6,903,994,1483,1305,947,465,45,59587.0,7616.0,6049.0,21.0,8.0,9.0,0.0,12.0,8.0
87,Hüttikon,2022,599.4,208,116,198,241,136,53,7,85209.0,10982.0,930.0,2.0,0.0,1.0,0.0,1.0,0.0
88,Neerach,2022,552.7,433,365,637,848,731,276,26,9634.0,15510.0,3270.0,5.0,1.0,4.0,1.0,1.0,0.0
89,Niederglatt,2022,1431.3,752,950,1037,1235,824,331,38,60791.0,10054.0,4959.0,4.0,8.0,0.0,1.0,4.0,7.0
90,Niederhasli,2022,839.9,1535,1620,2069,2093,1416,689,61,61630.0,8500.0,9468.0,24.0,4.0,7.0,1.0,17.0,3.0
91,Niederweningen,2022,449.8,493,504,557,829,482,200,16,69408.0,8533.0,3109.0,11.0,2.0,5.0,1.0,6.0,1.0
92,Oberglatt,2022,909.0,1210,1508,1861,1602,962,341,24,51573.0,10436.0,7470.0,11.0,8.0,4.0,2.0,7.0,6.0
93,Oberweningen,2022,383.3,275,277,372,486,336,130,6,68739.0,6370.0,1892.0,8.0,0.0,4.0,0.0,4.0,0.0
94,Otelfingen,2022,408.8,495,441,612,698,449,221,19,67818.0,10641.0,2933.0,5.0,4.0,1.0,1.0,4.0,3.0
95,Regensberg,2022,195.0,59,61,71,143,75,50,7,75801.0,23808.0,458.0,1.0,0.0,0.0,0.0,1.0,0.0
96,Regensdorf,2022,1281.2,2920,3191,4386,3932,2688,1434,154,57976.0,9787.0,18543.0,49.0,15.0,15.0,1.0,34.0,14.0
97,Rümlang,2022,658.6,1383,1299,2102,1653,1143,517,83,60329.0,12640.0,8296.0,18.0,8.0,11.0,0.0,7.0,8.0
98,Schleinikon,2022,152.1,107,144,174,241,141,50,4,64244.0,7763.0,858.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Schöfflisdorf,2022,344.6,192,166,218,373,254,148,10,73158.0,8078.0,1374.0,5.0,1.0,3.0,0.0,2.0,1.0
100,Stadel,2022,182.3,338,381,475,574,399,162,19,64205.0,6545.0,2361.0,5.0,1.0,3.0,0.0,2.0,1.0
101,Steinmaur,2022,380.5,555,570,804,778,564,308,24,66035.0,5117.0,3617.0,15.0,6.0,4.0,0.0,11.0,6.0
102,Weiach,2022,216.3,329,337,529,453,322,93,11,58069.0,14307.0,2049.0,1.0,2.0,1.0,0.0,0.0,2.0
111,Bäretswil,2022,230.0,825,693,952,1159,965,465,46,60966.0,4809.0,5010.0,14.0,2.0,2.0,0.0,12.0,2.0
112,Bubikon,2022,645.2,1196,1161,1332,1739,1337,674,52,67746.0,3399.0,7393.0,12.0,3.0,5.0,0.0,7.0,3.0
113,Dürnten,2022,761.9,1206,1268,1523,1796,1308,617,61,60311.0,6427.0,7686.0,14.0,11.0,4.0,2.0,10.0,9.0
114,Fischenthal,2022,86.1,422,423,533,627,434,147,12,54715.0,8575.0,2584.0,2.0,0.0,2.0,0.0,0.0,0.0
115,Gossau,2022,563.2,1600,1598,1970,2301,1826,937,86,67515.0,3431.0,10248.0,13.0,7.0,4.0,0.0,9.0,7.0
116,Grüningen,2022,438.3,639,555,817,818,672,300,34,64781.0,4672.0,3826.0,1.0,4.0,0.0,1.0,1.0,3.0
117,Hinwil,2022,519.2,1717,1781,2354,2495,2025,1093,98,60378.0,6486.0,11624.0,18.0,12.0,8.0,2.0,10.0,10.0
118,Rüti,2022,1257.1,1863,2136,2725,2616,2129,1106,109,55004.0,5025.0,12641.0,21.0,9.0,8.0,0.0,13.0,9.0
119,Seegräben,2022,375.4,215,176,301,349,254,117,7,68943.0,5872.0,1429.0,1.0,1.0,1.0,0.0,0.0,1.0
120,Wald,2022,408.8,1578,1623,2202,2258,1832,749,93,52594.0,2441.0,10290.0,8.0,7.0,4.0,0.0,4.0,7.0
121,Wetzikon,2022,1553.4,4026,4643,5867,5214,3852,2170,217,55688.0,9656.0,25470.0,39.0,18.0,13.0,0.0,26.0,18.0
131,Adliswil,2022,2465.3,3025,2814,4794,3976,2589,1776,206,67236.0,4334.0,19028.0,46.0,18.0,13.0,0.0,33.0,18.0
135,Kilchberg,2022,3581.5,1638,1070,2294,2157,1189,821,107,137305.0,19487.0,9302.0,29.0,15.0,14.0,3.0,15.0,12.0
136,Langnau,2022,927.2,1272,1252,1594,1799,1177,852,93,76899.0,6024.0,7992.0,30.0,6.0,7.0,1.0,23.0,5.0
137,Oberrieden,2022,1913.0,796,639,992,1208,925,646,74,96091.0,10927.0,5122.0,16.0,3.0,4.0,0.0,12.0,3.0
138,Richterswil,2022,1852.3,2265,2038,2730,3221,2274,1320,118,73195.0,4302.0,13819.0,31.0,6.0,7.0,2.0,24.0,4.0
139,Rüschlikon,2022,2121.2,1099,750,1406,1446,890,535,89,138709.0,18421.0,6149.0,29.0,6.0,10.0,1.0,19.0,5.0
141,Thalwil,2022,3330.6,2910,2423,4416,4046,2668,1712,210,90870.0,7028.0,18541.0,73.0,20.0,34.0,2.0,39.0,18.0
151,Erlenbach,2022,1908.4,879,792,1044,1407,913,556,77,147446.0,21593.0,5625.0,18.0,12.0,12.0,1.0,6.0,11.0
152,Herrliberg,2022,750.6,1021,940,1148,1625,1221,706,79,147821.0,25902.0,6670.0,24.0,5.0,8.0,0.0,16.0,5.0
153,Hombrechtikon,2022,733.8,1327,1371,1616,2046,1635,874,83,62717.0,8920.0,8819.0,5.0,11.0,2.0,0.0,3.0,11.0
154,Küsnacht,2022,1203.7,2388,1914,2889,3340,2367,1690,241,146168.0,17370.0,14808.0,62.0,23.0,33.0,3.0,29.0,20.0
155,Männedorf,2022,2400.0,1663,1672,2123,2781,1803,1225,157,86970.0,6838.0,11373.0,14.0,12.0,6.0,3.0,8.0,9.0
156,Meilen,2022,1241.1,2386,1898,2921,3529,2279,1538,193,112225.0,12052.0,14697.0,25.0,9.0,13.0,0.0,12.0,9.0
157,Oetwil,2022,812.0,754,819,1054,1224,765,308,21,56686.0,9456.0,4949.0,8.0,4.0,1.0,0.0,7.0,4.0
158,Stäfa,2022,1729.0,1994,2071,2647,3499,2776,1759,141,85113.0,9145.0,14799.0,20.0,6.0,6.0,0.0,14.0,6.0
159,Uetikon,2022,1802.3,941,941,1102,1565,1051,653,73,96231.0,11674.0,6305.0,14.0,3.0,5.0,0.0,9.0,3.0
160,Zumikon,2022,1028.0,925,746,945,1325,885,711,86,134636.0,16430.0,5587.0,39.0,10.0,18.0,0.0,21.0,10.0
161,Zollikon,2022,1714.5,2165,1643,2836,3073,1959,1519,264,139587.0,13327.0,13374.0,60.0,22.0,30.0,6.0,30.0,16.0
172,Fehraltorf,2022,715.1,1146,999,1439,1517,1173,484,35,66930.0,5335.0,6669.0,12.0,7.0,4.0,1.0,8.0,6.0
173,Hittnau,2022,288.9,626,541,678,961,698,228,21,68372.0,11445.0,3772.0,3.0,1.0,1.0,0.0,2.0,1.0
176,Lindau,2022,479.6,889,886,1084,1440,929,447,42,67817.0,6025.0,5610.0,22.0,6.0,8.0,0.0,14.0,6.0
177,Pfäffikon,2022,634.9,1810,1843,2522,2769,2117,1178,123,65839.0,4672.0,12334.0,19.0,4.0,10.0,2.0,9.0,2.0
178,Russikon,2022,316.1,721,612,818,1067,856,400,37,75815.0,6218.0,4457.0,4.0,6.0,3.0,0.0,1.0,6.0
180,Weisslingen,2022,268.8,511,529,636,829,626,274,30,71416.0,9115.0,3440.0,6.0,1.0,2.0,0.0,4.0,1.0
226,Schlatt,2011,81.3,164,103,157,168,108,34,3,52993.0,5480.0,734.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Uster,2012,1146.1,5066,5871,7596,7146,4854,1998,179,62121.0,5546.0,32577.0,128.0,56.0,42.0,0.0,86.0,56.0
200,Wangen-Brüttisellen,2014,964.9,1217,1396,1765,1892,1010,329,23,68754.0,4536.0,7589.0,29.0,8.0,12.0,0.0,17.0,8.0
230,Winterthur,2016,1605.7,16581,21385,25992,22322,14371,7794,931,54674.0,7613.0,108268.0,406.0,120.0,151.0,8.0,255.0,112.0
243,Dietikon,2020,3020.3,4407,5552,7014,5406,3351,2116,182,51149.0,5842.0,27746.0,105.0,27.0,38.0,2.0,67.0,25.0
192,Egg,2021,608.3,1359,1246,1588,2119,1531,902,82,78538.0,6408.0,8829.0,13.0,1.0,6.0,0.0,7.0,1.0
231,Zell,2021,496.1,1071,959,1381,1451,979,548,51,54493.0,5075.0,6430.0,7.0,5.0,3.0,1.0,4.0,4.0
298,Wiesendangen,2021,348.1,1091,943,1227,1537,1155,627,79,75281.0,7780.0,6633.0,8.0,2.0,1.0,0.0,7.0,2.0
211,Altikon,2010,78.3,90,97,108,173,96,36,1,55432.0,8276.0,622.0,2.0,3.0,0.0,0.0,2.0,3.0
219,Elsau,2014,430.8,546,574,657,847,593,235,12,60706.0,4629.0,3421.0,17.0,5.0,7.0,0.0,10.0,5.0
227,Seuzach,2016,953.0,969,1122,1397,1689,1277,739,50,74183.0,2205.0,7211.0,27.0,2.0,7.0,1.0,20.0,1.0
197,Schwerzenbach,2014,1880.8,770,883,1232,1061,678,360,19,62032.0,3977.0,4957.0,34.0,3.0,19.0,0.0,15.0,3.0
295,Horgen,2016,725.8,3593,3323,5025,5045,3383,1783,223,76050.0,7809.0,22355.0,74.0,15.0,38.0,2.0,36.0,13.0
194,Greifensee,2019,2369.6,922,802,1110,1155,800,569,21,68472.0,9336.0,5358.0,10.0,4.0,2.0,0.0,8.0,4.0
243,Dietikon,2019,2980.7,4342,5563,6846,5334,3316,2092,168,50382.0,5985.0,27265.0,119.0,39.0,50.0,7.0,69.0,32.0
223,Neftenbach,2021,385.2,1002,852,1062,1452,960,427,42,73877.0,5721.0,5756.0,7.0,3.0,1.0,0.0,6.0,3.0
251,Weiningen,2022,901.5,756,773,1093,1093,785,348,29,67447.0,9781.0,4863.0,27.0,3.0,11.0,0.0,16.0,3.0
244,Geroldswil,2011,2472.6,640,797,946,1150,831,320,14,66578.0,8255.0,4673.0,20.0,7.0,7.0,0.0,13.0,7.0
296,Illnau-Effretikon,2011,497.7,2478,3051,3623,3329,2749,1045,104,56864.0,3729.0,16021.0,77.0,27.0,25.0,0.0,52.0,27.0
249,Unterengstringen,2015,1076.3,488,527,779,861,659,286,27,75567.0,4814.0,3569.0,31.0,5.0,14.0,0.0,17.0,5.0
242,Birmensdorf,2016,548.9,996,897,1396,1365,1053,525,42,71336.0,5368.0,6254.0,38.0,13.0,17.0,1.0,21.0,12.0
294,Elgg,2021,205.4,817,779,1014,1132,798,431,43,61799.0,7371.0,4960.0,5.0,2.0,2.0,1.0,3.0,1.0
248,Uitikon,2010,887.4,573,460,788,953,672,409,32,155116.0,12461.0,3860.0,17.0,4.0,9.0,0.0,8.0,4.0
194,Greifensee,2017,2294.0,919,821,1115,1137,810,517,26,70789.0,9812.0,5381.0,8.0,3.0,5.0,0.0,3.0,3.0
218,Ellikon,2020,188.1,156,130,195,243,152,54,5,69748.0,16995.0,901.0,2.0,2.0,0.0,0.0,2.0,2.0
226,Schlatt,2021,84.7,151,96,161,180,112,63,3,60384.0,7585.0,779.0,0.0,1.0,0.0,0.0,0.0,1.0
295,Horgen,2010,682.5,3286,3328,4944,4452,3256,1619,156,66731.0,7718.0,20550.0,88.0,25.0,30.0,2.0,58.0,23.0
