BFS_NR,Gemeindename,Jahr,Einwohner_pro_Quadratkilometer,Einwohner 0-14 Jahre alt,Einwohner 15-29 Jahre alt,Einwohner 30-44 Jahre alt,Einwohner 45-59 Jahre alt,Einwohner 60-74 Jahre alt,Einwohner 75-89 Jahre alt,Einwohner 90-104 Jahre alt,durchschnittliches_steuerbares_Einkommen_pro_Einwohner,Finanzvermoegen_pro_Einwohner,Einwohner,Einbruchdiebstahl_Total,Einschleichdiebstahl_Total,Einbruchdiebstahl_Versucht,Einschleichdiebstahl_Versucht,Einbruchdiebstahl_Vollendet,Einschleichdiebstahl_Vollendet
117,Hinwil,2019,506.1,1664,1867,2216,2565,1897,990,72,60353.0,4397.0,11138.0,18.0,8.0,5.0,1.0,13.0,7.0
118,Rüti,2019,1214.5,1804,2093,2526,2698,1998,1025,110,55594.0,6969.0,12174.0,16.0,12.0,6.0,0.0,10.0,12.0
119,Seegräben,2019,377.2,229,207,298,347,242,95,8,67150.0,3512.0,1443.0,2.0,0.0,1.0,0.0,1.0,0.0
120,Wald,2019,398.7,1527,1636,2129,2310,1641,751,84,54038.0,2657.0,9949.0,23.0,6.0,8.0,1.0,15.0,5.0
121,Wetzikon,2019,1493.4,3751,4800,5479,5175,3595,1981,204,55830.0,9166.0,24809.0,52.0,15.0,28.0,0.0,24.0,15.0
131,Adliswil,2019,2425.3,3046,2740,4731,3845,2624,1707,176,67302.0,4622.0,18769.0,41.0,17.0,9.0,1.0,32.0,16.0
135,Kilchberg,2019,3445.9,1547,1068,2216,2063,1168,769,94,136705.0,16636.0,8858.0,26.0,5.0,15.0,0.0,11.0,5.0
136,Langnau,2019,891.2,1235,1239,1455,1738,1198,779,83,74379.0,5413.0,7547.0,20.0,2.0,11.0,0.0,9.0,2.0
137,Oberrieden,2019,1810.1,737,624,867,1177,933,596,62,96018.0,11215.0,5083.0,26.0,1.0,7.0,0.0,19.0,1.0
138,Richterswil,2019,1803.4,2263,2070,2648,3130,2232,1159,96,71486.0,4196.0,13513.0,22.0,10.0,7.0,2.0,15.0,8.0
139,Rüschlikon,2019,2082.9,1070,776,1351,1412,854,554,86,130385.0,22594.0,6035.0,27.0,1.0,8.0,0.0,19.0,1.0
141,Thalwil,2019,3282.8,2873,2443,4252,4072,2675,1626,180,85423.0,5345.0,17990.0,47.0,9.0,23.0,0.0,24.0,9.0
151,Erlenbach,2019,1880.8,903,767,1015,1464,846,532,59,144379.0,14408.0,5618.0,13.0,5.0,4.0,0.0,9.0,5.0
152,Herrliberg,2019,719.2,972,935,1057,1683,1108,622,81,151544.0,23767.0,6391.0,6.0,7.0,2.0,0.0,4.0,7.0
153,Hombrechtikon,2019,718.0,1388,1314,1641,2069,1503,765,79,63080.0,7808.0,8757.0,19.0,6.0,6.0,0.0,13.0,6.0
154,Küsnacht,2019,1180.0,2373,1801,2800,3369,2339,1617,238,151792.0,16252.0,14397.0,36.0,10.0,14.0,0.0,22.0,10.0
155,Männedorf,2019,2377.5,1693,1718,2067,2880,1642,1186,131,85898.0,5788.0,11243.0,23.0,19.0,7.0,1.0,16.0,18.0
156,Meilen,2019,1205.9,2311,1863,2840,3468,2223,1419,202,114667.0,11401.0,14220.0,56.0,20.0,29.0,0.0,27.0,20.0
157,Oetwil,2019,795.4,801,814,1060,1190,695,267,17,59066.0,7422.0,4817.0,4.0,2.0,2.0,0.0,2.0,2.0
158,Stäfa,2019,1708.2,2036,2068,2651,3575,2699,1544,135,83909.0,6542.0,14497.0,19.0,4.0,9.0,0.0,10.0,4.0
159,Uetikon,2019,1763.8,923,969,1026,1646,995,567,65,96802.0,10728.0,6176.0,27.0,11.0,17.0,0.0,10.0,11.0
160,Zumikon,2019,1002.0,884,744,879,1312,913,671,78,145226.0,11556.0,5284.0,27.0,3.0,12.0,0.0,15.0,3.0
161,Zollikon,2019,1661.0,2107,1572,2671,3017,1945,1450,277,140882.0,9489.0,13012.0,64.0,13.0,26.0,0.0,38.0,13.0
172,Fehraltorf,2019,682.1,1108,947,1385,1505,1103,409,23,69159.0,5410.0,6435.0,8.0,4.0,5.0,1.0,3.0,3.0
173,Hittnau,2019,281.4,610,572,650,968,653,186,17,67494.0,10674.0,3688.0,3.0,0.0,1.0,0.0,2.0,0.0
176,Lindau,2019,468.9,861,932,1088,1405,908,359,36,70372.0,6153.0,5617.0,13.0,4.0,6.0,0.0,7.0,4.0
177,Pfäffikon,2019,623.3,1805,1866,2535,2695,2058,1061,115,65527.0,4551.0,11935.0,15.0,7.0,11.0,1.0,4.0,6.0
178,Russikon,2019,307.4,728,590,804,1064,833,329,39,75472.0,5460.0,4370.0,8.0,1.0,4.0,0.0,4.0,1.0
180,Weisslingen,2019,263.6,540,518,559,858,613,263,18,71968.0,9213.0,3384.0,4.0,1.0,3.0,0.0,1.0,1.0
1,Aeugst,2020,254.6,288,267,348,558,390,143,17,88390.0,14360.0,1981.0,3.0,0.0,0.0,0.0,3.0,0.0
2,Affoltern,2020,1163.0,1856,2092,2708,2594,1883,1014,99,60816.0,4442.0,12303.0,52.0,16.0,19.0,0.0,33.0,16.0
3,Bonstetten,2020,754.0,1040,819,1186,1302,863,375,25,76263.0,3862.0,5572.0,6.0,6.0,3.0,1.0,3.0,5.0
4,Hausen,2020,278.6,636,514,692,997,665,276,17,71160.0,10808.0,3751.0,14.0,6.0,10.0,2.0,4.0,4.0
5,Hedingen,2020,578.2,577,636,725,958,638,241,18,75867.0,9621.0,3778.0,6.0,2.0,1.0,0.0,5.0,2.0
6,Kappel,2020,159.1,248,168,262,331,168,60,7,71406.0,11730.0,1221.0,2.0,0.0,1.0,0.0,1.0,0.0
7,Knonau,2020,364.9,474,331,499,565,344,140,15,69312.0,4178.0,2378.0,2.0,1.0,0.0,0.0,2.0,1.0
8,Maschwanden,2020,135.9,118,67,130,166,104,46,5,58789.0,8347.0,645.0,1.0,0.0,1.0,0.0,0.0,0.0
9,Mettmenstetten,2020,411.5,986,828,1067,1230,865,374,28,73101.0,7349.0,5200.0,24.0,7.0,13.0,3.0,11.0,4.0
10,Obfelden,2020,764.3,1047,953,1230,1266,860,386,36,65745.0,5613.0,5721.0,13.0,5.0,6.0,0.0,7.0,5.0
11,Ottenbach,2020,540.1,420,391,483,646,554,201,11,72736.0,6763.0,2588.0,7.0,4.0,2.0,0.0,5.0,4.0
12,Rifferswil,2020,174.6,237,156,204,293,192,58,9,72749.0,11707.0,1129.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Stallikon,2020,314.9,656,481,797,972,597,264,18,87899.0,5228.0,3755.0,6.0,2.0,3.0,0.0,3.0,2.0
22,Benken,2020,150.4,127,132,151,239,148,50,4,67270.0,12560.0,845.0,1.0,0.0,0.0,0.0,1.0,0.0
23,Berg,2020,84.6,66,84,95,146,141,58,5,93987.0,18995.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Buch,2020,100.6,193,148,230,223,171,55,2,70701.0,15289.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Dachsen,2020,718.8,276,294,306,500,338,189,9,68288.0,6693.0,1916.0,3.0,2.0,1.0,0.0,2.0,2.0
26,Dorf,2020,120.0,97,117,109,190,106,45,1,65877.0,7725.0,658.0,1.0,0.0,0.0,0.0,1.0,0.0
27,Feuerthalen,2020,1480.0,583,551,844,840,542,308,32,61062.0,4888.0,3614.0,4.0,1.0,1.0,0.0,3.0,1.0
28,Flaach,2020,139.9,221,229,276,357,230,103,11,66039.0,12955.0,1420.0,1.0,0.0,1.0,0.0,0.0,0.0
29,Flurlingen,2020,648.3,242,226,315,403,233,123,14,72525.0,7261.0,1477.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Henggart,2020,754.6,361,376,391,563,369,220,14,67778.0,6741.0,2234.0,1.0,1.0,1.0,0.0,0.0,1.0
33,Kleinandelfingen,2020,204.6,341,312,395,518,361,161,16,60493.0,8637.0,2074.0,4.0,0.0,3.0,0.0,1.0,0.0
34,Laufen-Uhwiesen,2020,283.0,228,272,272,479,332,172,25,79595.0,12951.0,1761.0,1.0,0.0,0.0,0.0,1.0,0.0
35,Marthalen,2020,136.2,304,286,372,433,378,145,11,70187.0,9552.0,1918.0,8.0,0.0,3.0,0.0,5.0,0.0
37,Ossingen,2020,131.9,261,325,308,412,289,123,8,57093.0,8003.0,1668.0,1.0,1.0,0.0,0.0,1.0,1.0
38,Rheinau,2020,144.1,177,181,199,329,282,110,13,61469.0,10348.0,1316.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Thalheim,2020,147.8,153,135,179,268,147,63,8,67020.0,9981.0,938.0,3.0,1.0,0.0,0.0,3.0,1.0
40,Trüllikon,2020,110.4,140,139,203,240,240,84,9,61060.0,8352.0,1061.0,1.0,0.0,0.0,0.0,1.0,0.0
41,Truttikon,2020,102.3,65,78,59,120,91,35,2,57629.0,16295.0,463.0,1.0,0.0,0.0,0.0,1.0,0.0
43,Volken,2020,116.8,81,56,77,108,35,25,1,66873.0,18256.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Bachenbülach,2020,979.7,664,674,830,939,687,381,28,66530.0,8541.0,4180.0,5.0,6.0,0.0,0.0,5.0,6.0
52,Bassersdorf,2020,1327.1,1837,2017,2660,2782,1740,825,70,66167.0,5201.0,11824.0,22.0,2.0,11.0,1.0,11.0,1.0
53,Bülach,2020,1368.2,3490,4185,5150,4381,2996,1646,125,61020.0,7942.0,21372.0,73.0,13.0,28.0,0.0,45.0,13.0
54,Dietlikon,2020,1855.4,1214,1213,1743,1668,1209,748,72,67323.0,8583.0,7847.0,9.0,6.0,4.0,1.0,5.0,5.0
55,Eglisau,2020,604.3,965,849,1214,1224,842,365,40,70472.0,8504.0,5339.0,5.0,5.0,3.0,0.0,2.0,5.0
56,Embrach,2020,754.7,1534,1630,2056,2225,1409,692,54,60011.0,6666.0,9421.0,16.0,27.0,6.0,3.0,10.0,24.0
57,Freienstein-Teufen,2020,287.5,341,355,414,618,494,164,12,69593.0,8724.0,2389.0,5.0,1.0,2.0,0.0,3.0,1.0
58,Glattfelden,2020,430.4,904,784,1157,1328,752,326,22,63438.0,5145.0,5217.0,8.0,4.0,3.0,0.0,5.0,4.0
59,Hochfelden,2020,326.7,350,307,376,489,365,122,10,65157.0,10706.0,1982.0,1.0,0.0,0.0,0.0,1.0,0.0
60,Höri,2020,619.9,467,525,678,660,440,165,22,58080.0,10879.0,2872.0,10.0,2.0,3.0,0.0,7.0,2.0
61,Hüntwangen,2020,217.6,161,143,185,283,203,85,6,72575.0,13172.0,1057.0,5.0,1.0,3.0,0.0,2.0,1.0
62,Kloten,2020,1053.5,2788,3753,5075,4442,2638,1504,164,58948.0,7460.0,20130.0,66.0,30.0,23.0,0.0,43.0,30.0
63,Lufingen,2020,494.4,463,419,597,627,329,122,4,78432.0,6326.0,2417.0,2.0,5.0,0.0,0.0,2.0,5.0
64,Nürensdorf,2020,556.6,777,774,1078,1401,986,564,36,80698.0,5803.0,5602.0,4.0,0.0,2.0,0.0,2.0,0.0
65,Oberembrach,2020,107.7,148,139,214,308,188,90,10,73487.0,7715.0,1121.0,5.0,1.0,2.0,0.0,3.0,1.0
66,Opfikon,2020,3733.0,3485,3774,6496,3794,2175,1070,111,53380.0,8355.0,21014.0,57.0,26.0,23.0,1.0,34.0,25.0
67,Rafz,2020,431.7,716,735,941,1093,799,312,28,67294.0,4840.0,4661.0,10.0,1.0,1.0,0.0,9.0,1.0
68,Rorbas,2020,640.7,532,469,673,691,378,134,5,59501.0,13928.0,2885.0,3.0,3.0,2.0,0.0,1.0,3.0
69,Wallisellen,2020,2662.2,2599,2897,4635,3510,2138,1235,157,69452.0,12175.0,16841.0,47.0,10.0,19.0,1.0,28.0,9.0
70,Wasterkingen,2020,143.1,77,83,86,134,143,35,6,61696.0,12194.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Wil,2020,166.0,228,231,257,364,285,112,10,74315.0,9699.0,1474.0,2.0,0.0,1.0,0.0,1.0,0.0
72,Winkel,2020,574.7,656,621,930,1198,833,388,23,101334.0,12790.0,4535.0,6.0,4.0,4.0,0.0,2.0,4.0
81,Bachs,2020,67.0,87,67,117,163,121,53,7,61417.0,10606.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Boppelsen,2020,371.8,244,213,281,395,223,102,7,89335.0,10007.0,1432.0,1.0,0.0,1.0,0.0,0.0,0.0
83,Buchs,2020,1116.5,1009,1205,1465,1562,931,357,25,64634.0,7108.0,6565.0,24.0,6.0,5.0,0.0,19.0,6.0
84,Dällikon,2020,950.8,712,665,992,962,640,280,18,63870.0,12657.0,4177.0,8.0,1.0,4.0,0.0,4.0,1.0
85,Dänikon,2020,655.0,293,299,364,475,317,88,11,68884.0,13614.0,1861.0,1.0,3.0,0.0,0.0,1.0,3.0
86,Dielsdorf,2020,1014.6,886,952,1467,1263,950,413,35,63547.0,5699.0,5966.0,33.0,10.0,14.0,0.0,19.0,10.0
87,Hüttikon,2020,591.9,213,100,227,226,126,48,7,87077.0,8096.0,952.0,2.0,0.0,2.0,0.0,0.0,0.0
88,Neerach,2020,537.5,391,376,615,890,684,242,27,91486.0,15584.0,3175.0,1.0,0.0,1.0,0.0,0.0,0.0
89,Niederglatt,2020,1367.6,739,863,986,1231,772,311,35,62518.0,9789.0,4993.0,6.0,4.0,4.0,0.0,2.0,4.0
90,Niederhasli,2020,836.7,1507,1662,2076,2107,1401,635,58,64041.0,8579.0,9345.0,30.0,3.0,14.0,1.0,16.0,2.0
91,Niederweningen,2020,450.9,511,517,563,833,469,181,15,70935.0,8823.0,3073.0,18.0,1.0,6.0,0.0,12.0,1.0
92,Oberglatt,2020,891.2,1193,1538,1835,1553,899,320,23,53033.0,9469.0,7228.0,19.0,1.0,7.0,0.0,12.0,1.0
93,Oberweningen,2020,386.2,273,297,380,489,337,116,4,72330.0,5259.0,1790.0,7.0,1.0,4.0,0.0,3.0,1.0
94,Otelfingen,2020,409.5,525,405,639,716,429,202,24,71631.0,10587.0,2982.0,10.0,1.0,5.0,0.0,5.0,1.0
95,Regensberg,2020,192.9,59,64,76,140,68,46,8,79017.0,23276.0,469.0,1.0,1.0,0.0,0.0,1.0,1.0
96,Regensdorf,2020,1270.6,2901,3307,4243,3946,2637,1377,139,58840.0,10797.0,18540.0,52.0,22.0,15.0,0.0,37.0,22.0
97,Rümlang,2020,666.7,1369,1423,2119,1633,1100,549,88,60049.0,10217.0,8233.0,36.0,8.0,16.0,0.0,20.0,8.0
98,Schleinikon,2020,151.2,112,163,160,227,146,44,4,65208.0,8201.0,758.0,2.0,0.0,2.0,0.0,0.0,0.0
99,Schöfflisdorf,2020,352.9,203,174,246,376,247,138,10,73793.0,7330.0,1377.0,6.0,1.0,2.0,1.0,4.0,0.0
100,Stadel,2020,181.3,346,377,490,561,372,172,17,65621.0,5429.0,2293.0,3.0,0.0,2.0,0.0,1.0,0.0
101,Steinmaur,2020,378.4,571,556,809,768,565,284,30,67720.0,3957.0,3609.0,9.0,5.0,2.0,1.0,7.0,4.0
102,Weiach,2020,207.2,313,336,503,450,296,78,11,60088.0,16024.0,1903.0,5.0,1.0,3.0,0.0,2.0,1.0
111,Bäretswil,2020,227.4,829,703,937,1173,942,427,38,60612.0,4614.0,5053.0,4.0,6.0,1.0,0.0,3.0,6.0
112,Bubikon,2020,634.5,1204,1136,1370,1711,1320,582,44,68962.0,2687.0,7344.0,15.0,6.0,7.0,0.0,8.0,6.0
113,Dürnten,2020,748.8,1205,1252,1505,1827,1235,574,47,59899.0,5237.0,7606.0,12.0,6.0,3.0,0.0,9.0,6.0
114,Fischenthal,2020,82.7,428,401,489,614,416,131,14,54319.0,8580.0,2516.0,1.0,2.0,0.0,0.0,1.0,2.0
115,Gossau,2020,559.9,1605,1639,1949,2365,1773,861,65,67838.0,3376.0,10280.0,13.0,3.0,3.0,0.0,10.0,3.0
116,Grüningen,2020,424.6,593,570,792,816,630,282,32,73172.0,5117.0,3641.0,8.0,0.0,3.0,0.0,5.0,0.0
117,Hinwil,2020,509.4,1675,1853,2232,2522,1959,1026,77,61144.0,5803.0,11277.0,27.0,11.0,8.0,0.0,19.0,11.0
118,Rüti,2020,1237.4,1824,2166,2592,2706,2043,1049,105,56347.0,5544.0,12286.0,19.0,13.0,7.0,1.0,12.0,12.0
119,Seegräben,2020,376.5,224,184,297,357,247,107,7,70494.0,3837.0,1430.0,4.0,1.0,1.0,0.0,3.0,1.0
120,Wald,2020,402.8,1567,1610,2165,2326,1690,735,89,54813.0,2738.0,10096.0,12.0,6.0,6.0,1.0,6.0,5.0
121,Wetzikon,2020,1496.6,3821,4661,5499,5179,3651,2020,207,57023.0,9824.0,24990.0,61.0,16.0,31.0,1.0,30.0,15.0
131,Adliswil,2020,2442.7,3055,2768,4750,3936,2583,1729,183,67779.0,4069.0,18944.0,56.0,29.0,23.0,2.0,33.0,27.0
135,Kilchberg,2020,3547.9,1601,1095,2337,2102,1162,799,93,141216.0,16294.0,8923.0,29.0,9.0,15.0,1.0,14.0,8.0
136,Langnau,2020,908.9,1297,1207,1544,1746,1176,826,84,76080.0,5861.0,7727.0,21.0,9.0,6.0,0.0,15.0,9.0
137,Oberrieden,2020,1854.3,761,663,917,1182,913,622,60,97213.0,11742.0,5002.0,16.0,3.0,8.0,1.0,8.0,2.0
138,Richterswil,2020,1809.9,2245,2035,2670,3157,2239,1196,105,73780.0,4067.0,13632.0,21.0,10.0,8.0,1.0,13.0,9.0
139,Rüschlikon,2020,2088.7,1086,764,1355,1419,872,528,96,129787.0,19901.0,6092.0,22.0,5.0,10.0,0.0,12.0,5.0
141,Thalwil,2020,3308.5,2881,2493,4295,4070,2673,1652,199,86133.0,5710.0,18139.0,30.0,16.0,17.0,0.0,13.0,16.0
151,Erlenbach,2020,1885.5,874,782,1021,1459,851,536,77,144122.0,14203.0,5592.0,18.0,5.0,6.0,0.0,12.0,5.0
152,Herrliberg,2020,731.2,978,953,1076,1694,1126,655,84,152713.0,23454.0,6460.0,11.0,5.0,7.0,0.0,4.0,5.0
153,Hombrechtikon,2020,722.5,1374,1310,1631,2068,1547,806,78,64452.0,7504.0,8775.0,18.0,8.0,9.0,0.0,9.0,8.0
154,Küsnacht,2020,1201.8,2411,1878,2879,3390,2324,1672,252,142114.0,16875.0,14564.0,37.0,16.0,19.0,0.0,18.0,16.0
155,Männedorf,2020,2392.6,1680,1713,2087,2878,1695,1191,145,86676.0,4959.0,11359.0,32.0,6.0,14.0,0.0,18.0,6.0
156,Meilen,2020,1222.6,2393,1856,2893,3484,2245,1456,198,113141.0,11279.0,14335.0,60.0,15.0,37.0,1.0,23.0,14.0
157,Oetwil,2020,796.1,789,796,1051,1210,710,276,16,58703.0,7125.0,4840.0,7.0,3.0,3.0,0.0,4.0,3.0
158,Stäfa,2020,1716.8,2038,2052,2662,3588,2692,1610,140,85895.0,7510.0,14718.0,29.0,4.0,12.0,0.0,17.0,4.0
159,Uetikon,2020,1772.6,920,974,1043,1620,1000,597,68,99257.0,11464.0,6201.0,12.0,4.0,5.0,2.0,7.0,2.0
160,Zumikon,2020,1018.8,904,746,882,1351,908,695,87,138164.0,13049.0,5486.0,8.0,1.0,3.0,0.0,5.0,1.0
161,Zollikon,2020,1693.4,2160,1641,2772,3040,1921,1501,258,139859.0,10483.0,13067.0,53.0,11.0,31.0,0.0,22.0,11.0
172,Fehraltorf,2020,691.9,1133,933,1428,1483,1126,436,34,67845.0,6119.0,6485.0,14.0,10.0,7.0,1.0,7.0,9.0
173,Hittnau,2020,287.0,641,550,692,962,662,202,19,71120.0,10759.0,3664.0,2.0,0.0,2.0,0.0,0.0,0.0
176,Lindau,2020,467.9,852,909,1066,1410,918,379,43,71329.0,5615.0,5605.0,4.0,2.0,1.0,0.0,3.0,2.0
177,Pfäffikon,2020,625.6,1806,1871,2506,2727,2076,1076,118,66549.0,4758.0,12164.0,18.0,3.0,9.0,0.0,9.0,3.0
178,Russikon,2020,309.0,733,569,807,1061,830,368,41,76092.0,5782.0,4393.0,7.0,2.0,4.0,1.0,3.0,1.0
180,Weisslingen,2020,263.7,524,529,566,848,623,256,24,71840.0,9039.0,3364.0,7.0,5.0,2.0,1.0,5.0,4.0
1,Aeugst,2021,251.4,284,264,336,531,410,148,13,86312.0,13241.0,2014.0,0.0,3.0,0.0,0.0,0.0,3.0
2,Affoltern,2021,1173.6,1858,2079,2790,2561,1932,1033,105,60345.0,4971.0,12289.0,21.0,9.0,7.0,1.0,14.0,8.0
3,Bonstetten,2021,757.0,1013,816,1167,1332,875,404,25,73247.0,4085.0,5610.0,9.0,7.0,8.0,0.0,1.0,7.0
4,Hausen,2021,282.5,637,526,673,991,699,302,22,79017.0,11091.0,3801.0,19.0,3.0,7.0,0.0,12.0,3.0
5,Hedingen,2021,575.8,571,615,711,971,631,255,23,83225.0,8138.0,3795.0,8.0,0.0,2.0,0.0,6.0,0.0
6,Kappel,2021,164.6,258,164,287,335,172,63,8,73516.0,11191.0,1245.0,2.0,3.0,1.0,0.0,1.0,3.0
7,Knonau,2021,376.9,493,353,509,569,360,147,15,77835.0,5955.0,2369.0,2.0,1.0,1.0,0.0,1.0,1.0
8,Maschwanden,2021,137.0,120,73,117,170,104,50,7,60097.0,7838.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Mettmenstetten,2021,425.9,1041,823,1139,1244,882,408,29,73206.0,7503.0,5380.0,6.0,2.0,5.0,0.0,1.0,2.0
10,Obfelden,2021,761.2,1041,917,1241,1254,852,416,34,64538.0,6215.0,5779.0,7.0,1.0,4.0,0.0,3.0,1.0
11,Ottenbach,2021,547.5,426,389,502,633,560,217,16,72928.0,7067.0,2704.0,12.0,2.0,6.0,0.0,6.0,2.0
12,Rifferswil,2021,174.9,223,167,200,286,206,60,9,75090.0,12960.0,1148.0,1.0,2.0,0.0,0.0,1.0,2.0
13,Stallikon,2021,318.4,698,451,806,967,607,277,21,85802.0,4910.0,3783.0,4.0,1.0,2.0,0.0,2.0,1.0
22,Benken,2021,149.5,130,123,151,232,153,53,4,65331.0,11782.0,856.0,2.0,0.0,1.0,0.0,1.0,0.0
23,Berg,2021,84.1,61,84,94,149,138,60,5,93141.0,17964.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Buch,2021,101.0,198,135,234,226,165,64,4,68692.0,15248.0,1022.0,0.0,2.0,0.0,0.0,0.0,2.0
25,Dachsen,2021,732.3,280,290,319,504,358,186,11,70269.0,7075.0,1917.0,2.0,1.0,2.0,0.0,0.0,1.0
26,Dorf,2021,125.5,104,117,126,183,115,49,1,67211.0,8880.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Feuerthalen,2021,1505.6,597,551,852,821,588,323,32,61225.0,4349.0,3697.0,4.0,1.0,2.0,0.0,2.0,1.0
28,Flaach,2021,141.1,222,219,292,357,232,108,9,66978.0,12848.0,1430.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Flurlingen,2021,631.7,230,210,297,379,260,126,14,72490.0,8032.0,1552.0,9.0,1.0,6.0,0.0,3.0,1.0
31,Henggart,2021,757.2,360,376,381,574,362,227,22,68273.0,6559.0,2293.0,4.0,1.0,2.0,0.0,2.0,1.0
33,Kleinandelfingen,2021,207.2,338,327,398,515,374,164,15,61431.0,9215.0,2104.0,6.0,2.0,3.0,0.0,3.0,2.0
34,Laufen-Uhwiesen,2021,283.0,223,258,265,466,363,180,25,80007.0,13114.0,1779.0,2.0,0.0,0.0,0.0,2.0,0.0
35,Marthalen,2021,136.1,297,288,369,415,398,153,7,70597.0,9464.0,1933.0,5.0,0.0,5.0,0.0,0.0,0.0
37,Ossingen,2021,129.6,256,297,318,381,309,126,9,59166.0,10408.0,1724.0,2.0,0.0,0.0,0.0,2.0,0.0
38,Rheinau,2021,144.5,176,189,201,323,284,109,13,59805.0,10476.0,1287.0,1.0,0.0,0.0,0.0,1.0,0.0
39,Thalheim,2021,151.3,164,130,186,274,152,63,7,66058.0,9799.0,949.0,3.0,0.0,2.0,0.0,1.0,0.0
40,Trüllikon,2021,110.9,139,142,202,237,240,92,8,61869.0,8117.0,1055.0,1.0,1.0,1.0,1.0,0.0,0.0
41,Truttikon,2021,102.7,65,74,62,120,94,35,2,58323.0,17492.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Volken,2021,119.5,76,55,88,105,42,23,3,70943.0,17162.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Bachenbülach,2021,983.9,694,638,827,945,692,395,30,65354.0,9085.0,4188.0,7.0,4.0,3.0,0.0,4.0,4.0
52,Bassersdorf,2021,1329.6,1863,1968,2625,2791,1765,878,63,64782.0,5206.0,11924.0,11.0,6.0,3.0,0.0,8.0,6.0
53,Bülach,2021,1381.7,3581,4086,5229,4450,2981,1716,147,60729.0,7885.0,21998.0,43.0,14.0,18.0,1.0,25.0,13.0
54,Dietlikon,2021,1856.8,1233,1237,1702,1664,1204,748,85,67011.0,7788.0,7875.0,16.0,5.0,7.0,0.0,9.0,5.0
55,Eglisau,2021,605.9,976,820,1210,1220,845,398,45,70795.0,8548.0,5491.0,8.0,3.0,5.0,0.0,3.0,3.0
56,Embrach,2021,775.2,1569,1704,2111,2252,1447,713,64,59052.0,6974.0,9610.0,22.0,8.0,10.0,0.0,12.0,8.0
57,Freienstein-Teufen,2021,287.3,342,342,434,582,502,184,10,69044.0,8074.0,2397.0,1.0,1.0,1.0,1.0,0.0,0.0
58,Glattfelden,2021,436.5,899,816,1156,1340,759,346,31,62561.0,5401.0,5266.0,7.0,3.0,2.0,0.0,5.0,3.0
59,Hochfelden,2021,326.1,339,308,371,491,370,127,9,63865.0,9122.0,2020.0,1.0,0.0,0.0,0.0,1.0,0.0
60,Höri,2021,634.8,490,534,677,672,467,165,23,57505.0,12303.0,2951.0,12.0,2.0,8.0,0.0,4.0,2.0
61,Hüntwangen,2021,220.8,152,151,184,285,211,93,6,68389.0,10778.0,1067.0,7.0,0.0,4.0,0.0,3.0,0.0
62,Kloten,2021,1071.7,2879,3834,5171,4454,2682,1525,170,57341.0,8222.0,20429.0,55.0,15.0,31.0,0.0,24.0,15.0
63,Lufingen,2021,504.6,467,404,623,635,357,124,4,79176.0,6025.0,2562.0,4.0,1.0,1.0,0.0,3.0,1.0
64,Nürensdorf,2021,566.7,794,786,1090,1408,1006,596,38,83576.0,5137.0,5628.0,23.0,3.0,19.0,0.0,4.0,3.0
65,Oberembrach,2021,105.5,137,135,202,308,190,94,9,70700.0,7180.0,1105.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Opfikon,2021,3743.6,3462,3792,6418,3892,2180,1112,108,56321.0,7215.0,20954.0,61.0,26.0,23.0,1.0,38.0,25.0
67,Rafz,2021,436.4,735,718,988,1059,816,331,27,65741.0,4283.0,4628.0,15.0,4.0,2.0,2.0,13.0,2.0
68,Rorbas,2021,644.9,542,464,658,684,404,145,5,59448.0,14813.0,2885.0,2.0,0.0,2.0,0.0,0.0,0.0
69,Wallisellen,2021,2672.7,2639,2858,4647,3509,2161,1274,151,70083.0,13103.0,17218.0,28.0,25.0,13.0,1.0,15.0,24.0
70,Wasterkingen,2021,148.5,85,80,89,134,152,39,6,61970.0,12236.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Wil,2021,169.2,233,222,269,365,303,111,13,76715.0,9583.0,1488.0,1.0,3.0,0.0,0.0,1.0,3.0
72,Winkel,2021,601.0,704,644,1025,1195,857,412,25,98977.0,11790.0,4648.0,5.0,4.0,2.0,0.0,3.0,4.0
81,Bachs,2021,69.0,98,57,123,174,121,54,6,63579.0,10023.0,613.0,2.0,1.0,0.0,0.0,2.0,1.0
82,Boppelsen,2021,369.8,244,203,280,387,222,113,8,90715.0,10630.0,1472.0,1.0,0.0,0.0,0.0,1.0,0.0
