gemeinde,jahr,0-14 Jahre alt,15-29 Jahre alt,30-44 Jahre alt,45-59 Jahre alt,60-74 Jahre alt,75-89 Jahre alt,90-104 Jahre alt
Adliswil,2010,2348,2907,3778,3389,2652,1324,89
Adliswil,2011,2510,3087,4130,3536,2747,1375,87
Adliswil,2012,2582,3159,4367,3613,2753,1419,104
Adliswil,2013,2673,3060,4476,3702,2738,1455,112
Adliswil,2014,2786,2993,4503,3721,2777,1465,136
Adliswil,2015,2879,2910,4585,3767,2770,1507,133
Adliswil,2016,2904,2845,4630,3822,2751,1566,133
Adliswil,2017,2943,2815,4663,3817,2742,1609,142
Adliswil,2018,2939,2758,4657,3833,2640,1708,146
Adliswil,2019,3046,2740,4731,3845,2624,1707,176
Adliswil,2020,3055,2768,4750,3936,2583,1729,183
Adliswil,2021,3030,2763,4717,3943,2595,1754,196
Adliswil,2022,3025,2814,4794,3976,2589,1776,206
Adliswil,2023,3089,2920,4998,4060,2615,1762,216
Aesch,2010,163,139,236,211,209,68,8
Aesch,2011,173,147,243,228,206,76,10
Aesch,2012,185,147,269,240,224,84,9
Aesch,2013,199,124,297,238,215,103,7
Aesch,2014,180,145,273,256,210,111,7
Aesch,2015,177,157,271,268,202,114,9
Aesch,2016,192,178,283,283,200,125,8
Aesch,2017,218,182,298,298,197,139,9
Aesch,2018,264,205,394,335,209,137,11
Aesch,2019,284,227,428,351,218,141,12
Aesch,2020,316,226,437,355,210,151,12
Aesch,2021,321,211,420,366,203,161,10
Aesch,2022,306,204,409,365,206,160,12
Aesch,2023,308,206,417,386,214,152,13
Aeugst,2010,281,263,375,515,277,106,5
Aeugst,2011,301,291,386,528,286,114,5
Aeugst,2012,300,305,379,539,323,109,4
Aeugst,2013,312,286,378,553,323,114,4
Aeugst,2014,305,286,351,568,331,107,4
Aeugst,2015,310,296,358,573,338,104,7
Aeugst,2016,294,294,350,568,343,113,7
Aeugst,2017,269,287,326,570,348,122,12
Aeugst,2018,277,286,337,583,354,128,14
Aeugst,2019,282,280,332,566,371,138,12
Aeugst,2020,288,267,348,558,390,143,17
Aeugst,2021,284,264,336,531,410,148,13
Aeugst,2022,286,257,339,510,429,156,14
Aeugst,2023,279,255,336,521,440,151,13
Affoltern,2010,1688,2283,2348,2443,1610,643,48
Affoltern,2011,1660,2263,2356,2499,1633,682,47
Affoltern,2012,1684,2260,2332,2541,1696,704,48
Affoltern,2013,1649,2276,2332,2566,1730,738,51
Affoltern,2014,1657,2313,2348,2600,1751,810,61
Affoltern,2015,1666,2273,2422,2627,1782,855,70
Affoltern,2016,1715,2279,2488,2620,1807,887,72
Affoltern,2017,1748,2367,2479,2625,1855,921,85
Affoltern,2018,1794,2326,2530,2645,1852,973,81
Affoltern,2019,1849,2219,2667,2607,1880,993,94
Affoltern,2020,1856,2092,2708,2594,1883,1014,99
Affoltern,2021,1858,2079,2790,2561,1932,1033,105
Affoltern,2022,1881,2138,2832,2511,1966,1079,117
Affoltern,2023,1966,2114,2954,2525,1998,1122,133
Altikon,2010,90,97,108,173,96,36,1
Altikon,2011,94,94,116,171,105,37,2
Altikon,2012,95,85,115,171,113,35,4
Altikon,2013,104,85,108,182,114,39,3
Altikon,2014,105,88,118,179,125,38,4
Altikon,2015,96,94,121,173,132,33,6
Altikon,2016,97,89,121,170,138,34,4
Altikon,2017,99,102,122,168,141,36,6
Altikon,2018,113,105,132,164,143,41,7
Altikon,2019,113,92,131,164,148,42,8
Altikon,2020,117,96,135,150,148,47,9
Altikon,2021,115,101,135,154,149,48,7
Altikon,2022,122,103,137,158,150,52,7
Altikon,2023,127,103,141,167,154,54,8
Andelfingen,2010,467,478,607,616,494,210,21
Andelfingen,2011,502,499,647,658,500,218,22
Andelfingen,2012,519,513,640,690,501,227,18
Andelfingen,2013,549,500,657,701,495,237,16
Andelfingen,2014,585,524,676,717,509,239,11
Andelfingen,2015,609,517,691,739,526,243,9
Andelfingen,2016,634,505,697,729,536,264,13
Andelfingen,2017,621,484,683,741,522,278,13
Andelfingen,2018,605,502,699,760,515,307,12
Andelfingen,2019,623,480,704,763,514,316,17
Andelfingen,2020,616,457,674,781,512,339,21
Andelfingen,2021,623,473,664,791,509,338,31
Andelfingen,2022,603,491,644,810,500,348,32
Andelfingen,2023,601,553,666,818,540,361,31
Bachenbülach,2010,624,621,934,801,689,185,15
Bachenbülach,2011,656,599,980,830,707,201,19
Bachenbülach,2012,654,598,965,846,712,216,18
Bachenbülach,2013,657,612,942,855,721,237,14
Bachenbülach,2014,657,619,916,875,718,264,15
Bachenbülach,2015,656,605,879,877,712,282,15
Bachenbülach,2016,652,622,833,911,709,320,11
Bachenbülach,2017,652,646,824,918,698,335,19
Bachenbülach,2018,643,660,860,924,710,343,19
Bachenbülach,2019,662,658,840,922,704,362,21
Bachenbülach,2020,664,674,830,939,687,381,28
Bachenbülach,2021,694,638,827,945,692,395,30
Bachenbülach,2022,660,656,808,969,660,418,30
Bachenbülach,2023,698,655,831,999,665,433,34
Bachs,2010,78,90,115,162,80,45,3
Bachs,2011,76,85,121,154,86,42,3
Bachs,2012,76,87,123,153,88,45,2
Bachs,2013,85,97,131,157,91,46,0
Bachs,2014,85,81,125,160,101,46,0
Bachs,2015,80,76,117,155,108,48,1
Bachs,2016,85,86,112,154,113,49,2
Bachs,2017,84,78,105,155,113,47,6
Bachs,2018,79,74,98,158,116,49,6
Bachs,2019,77,74,114,155,117,54,5
Bachs,2020,87,67,117,163,121,53,7
Bachs,2021,98,57,123,174,121,54,6
Bachs,2022,96,62,134,163,124,55,5
Bachs,2023,101,63,138,157,127,61,5
Bassersdorf,2010,1844,1994,2983,2251,1464,476,40
Bassersdorf,2011,1843,1975,2928,2362,1498,505,46
Bassersdorf,2012,1841,1995,2856,2413,1547,531,46
Bassersdorf,2013,1824,1994,2833,2470,1594,557,46
Bassersdorf,2014,1831,1926,2808,2553,1616,588,49
Bassersdorf,2015,1844,1967,2797,2630,1660,616,47
Bassersdorf,2016,1792,1984,2729,2668,1639,683,56
Bassersdorf,2017,1786,1985,2699,2694,1654,714,61
Bassersdorf,2018,1770,2028,2664,2710,1683,748,65
Bassersdorf,2019,1823,2045,2647,2745,1718,785,69
Bassersdorf,2020,1837,2017,2660,2782,1740,825,70
Bassersdorf,2021,1863,1968,2625,2791,1765,878,63
Bassersdorf,2022,1899,1991,2614,2791,1778,919,61
Bassersdorf,2023,1903,2003,2588,2807,1796,994,63
Bauma,2010,713,828,890,1164,640,263,24
Bauma,2011,688,854,866,1199,643,279,21
Bauma,2012,683,867,833,1203,668,292,23
Bauma,2013,673,905,848,1212,694,293,25
Bauma,2014,699,889,868,1226,720,293,23
Bauma,2015,704,914,863,1273,749,303,31
Bauma,2016,727,884,876,1294,757,325,33
Bauma,2017,739,860,908,1271,781,327,39
Bauma,2018,761,837,904,1252,818,350,39
Bauma,2019,720,789,909,1206,850,355,41
Bauma,2020,721,766,920,1182,882,358,50
Bauma,2021,737,765,911,1137,913,366,52
Bauma,2022,733,781,914,1136,950,363,44
Bauma,2023,747,769,983,1136,984,386,41
Benken,2010,117,134,172,216,107,50,3
Benken,2011,123,149,161,227,110,45,4
Benken,2012,122,138,164,234,116,45,4
Benken,2013,120,143,161,238,119,45,2
Benken,2014,123,128,158,246,123,44,1
Benken,2015,128,138,163,257,129,42,2
Benken,2016,129,136,159,250,138,45,1
Benken,2017,129,139,159,247,133,50,0
Benken,2018,124,145,155,241,136,51,3
Benken,2019,125,141,146,241,141,49,4
Benken,2020,127,132,151,239,148,50,4
Benken,2021,130,123,151,232,153,53,4
Benken,2022,126,115,162,210,171,59,4
Benken,2023,133,118,159,207,170,57,5
Berg,2010,73,110,121,152,112,26,5
Berg,2011,64,110,107,154,118,29,4
Berg,2012,61,104,108,151,132,26,5
Berg,2013,58,98,99,155,131,33,2
Berg,2014,60,99,100,154,125,38,3
Berg,2015,58,86,96,156,130,39,2
Berg,2016,58,81,93,162,128,43,2
Berg,2017,60,78,88,153,132,50,1
Berg,2018,66,66,94,154,134,53,2
Berg,2019,66,72,102,139,140,55,4
Berg,2020,66,84,95,146,141,58,5
Berg,2021,61,84,94,149,138,60,5
Berg,2022,71,77,95,139,140,65,5
Berg,2023,76,68,102,143,138,71,3
Birmensdorf,2010,882,902,1315,1286,1041,422,28
Birmensdorf,2011,908,890,1313,1316,1023,447,25
Birmensdorf,2012,900,890,1282,1359,1033,464,23
Birmensdorf,2013,920,859,1350,1366,1053,479,29
Birmensdorf,2014,956,890,1387,1355,1048,494,37
Birmensdorf,2015,987,897,1385,1365,1063,499,39
Birmensdorf,2016,996,897,1396,1365,1053,525,42
Birmensdorf,2017,1051,905,1434,1366,1048,528,53
Birmensdorf,2018,1062,945,1440,1387,1042,563,58
Birmensdorf,2019,1119,948,1556,1395,1057,579,60
Birmensdorf,2020,1168,945,1633,1418,1060,604,65
Birmensdorf,2021,1189,958,1654,1408,1031,625,69
Birmensdorf,2022,1202,1014,1652,1434,1039,641,61
Birmensdorf,2023,1238,1020,1756,1422,1075,664,67
Bonstetten,2010,949,818,1309,1163,716,195,14
Bonstetten,2011,944,815,1272,1159,747,215,14
Bonstetten,2012,1003,780,1232,1183,754,222,17
Bonstetten,2013,1016,781,1215,1215,781,231,15
Bonstetten,2014,1003,787,1218,1224,788,245,14
Bonstetten,2015,1012,783,1214,1228,800,268,17
Bonstetten,2016,1002,825,1199,1261,828,284,23
Bonstetten,2017,987,872,1176,1291,833,310,22
Bonstetten,2018,999,872,1164,1326,826,328,24
Bonstetten,2019,1012,858,1160,1314,842,369,21
Bonstetten,2020,1040,819,1186,1302,863,375,25
Bonstetten,2021,1013,816,1167,1332,875,404,25
Bonstetten,2022,980,789,1177,1337,882,429,25
Bonstetten,2023,971,818,1191,1303,888,456,30
Boppelsen,2010,253,134,332,283,226,53,5
Boppelsen,2011,248,146,303,297,233,54,5
Boppelsen,2012,247,153,273,310,231,55,5
Boppelsen,2013,256,157,263,334,233,55,6
Boppelsen,2014,236,161,250,329,240,60,4
Boppelsen,2015,234,178,253,346,239,64,3
Boppelsen,2016,235,169,246,353,235,74,6
Boppelsen,2017,242,188,245,363,236,85,6
Boppelsen,2018,241,190,245,366,238,83,9
Boppelsen,2019,235,209,272,375,235,92,6
Boppelsen,2020,244,213,281,395,223,102,7
Boppelsen,2021,244,203,280,387,222,113,8
Boppelsen,2022,237,215,261,382,228,123,8
Boppelsen,2023,228,210,254,369,240,128,5
Brütten,2010,281,297,399,479,340,124,7
Brütten,2011,263,309,384,500,352,125,5
Brütten,2012,283,311,375,536,346,128,6
Brütten,2013,297,301,378,534,354,136,8
Brütten,2014,303,319,359,536,363,141,10
Brütten,2015,294,305,359,533,362,142,11
Brütten,2016,303,285,375,524,373,150,11
Brütten,2017,296,300,359,519,369,162,11
Brütten,2018,303,286,357,519,364,170,10
Brütten,2019,327,283,373,520,380,174,11
Brütten,2020,314,288,377,503,382,187,12
Brütten,2021,320,293,383,507,377,200,16
Brütten,2022,335,280,410,507,391,216,21
Brütten,2023,331,288,437,490,404,210,22
Bubikon,2010,1131,1078,1442,1482,1025,378,37
Bubikon,2011,1167,1119,1456,1531,1075,387,35
Bubikon,2012,1203,1099,1457,1530,1130,400,37
Bubikon,2013,1208,1092,1443,1597,1143,420,33
Bubikon,2014,1211,1067,1452,1601,1180,437,31
Bubikon,2015,1212,1072,1417,1616,1223,459,28
Bubikon,2016,1239,1053,1408,1668,1246,474,31
Bubikon,2017,1223,1092,1379,1712,1247,504,37
Bubikon,2018,1239,1119,1425,1715,1264,539,34
Bubikon,2019,1212,1124,1408,1717,1286,560,42
Bubikon,2020,1204,1136,1370,1711,1320,582,44
Bubikon,2021,1196,1143,1351,1733,1313,608,47
Bubikon,2022,1196,1161,1332,1739,1337,674,52
Bubikon,2023,1167,1219,1354,1742,1346,707,53
Buch,2010,156,159,203,210,110,33,1
Buch,2011,173,151,206,212,117,34,1
Buch,2012,171,143,212,216,120,35,1
Buch,2013,186,135,214,225,127,31,1
Buch,2014,184,131,214,225,134,34,1
Buch,2015,190,143,225,231,134,36,2
Buch,2016,191,135,213,238,132,43,3
Buch,2017,194,143,208,236,139,47,3
Buch,2018,196,146,205,228,147,53,2
Buch,2019,183,138,217,224,161,53,3
Buch,2020,193,148,230,223,171,55,2
Buch,2021,198,135,234,226,165,64,4
Buch,2022,201,131,230,227,173,71,5
Buch,2023,193,130,235,229,175,68,2
Buchs,2010,913,1185,1335,1282,626,167,14
Buchs,2011,937,1192,1400,1319,660,164,20
Buchs,2012,970,1272,1485,1416,702,183,19
Buchs,2013,997,1254,1503,1464,737,202,17
Buchs,2014,997,1199,1466,1480,764,224,22
Buchs,2015,1015,1202,1468,1495,832,234,23
Buchs,2016,1009,1183,1471,1540,840,257,20
Buchs,2017,972,1189,1443,1540,868,272,19
Buchs,2018,977,1211,1425,1582,880,298,17
Buchs,2019,1005,1244,1456,1595,900,337,23
Buchs,2020,1009,1205,1465,1562,931,357,25
Buchs,2021,1006,1205,1489,1531,955,370,31
Buchs,2022,1003,1165,1515,1501,1000,386,28
Buchs,2023,1014,1167,1493,1473,1041,421,37
Bäretswil,2010,820,840,1031,1096,733,263,20
Bäretswil,2011,823,834,1012,1148,769,272,22
Bäretswil,2012,798,841,992,1184,792,296,25
Bäretswil,2013,796,818,935,1199,831,294,27
Bäretswil,2014,795,834,947,1218,853,321,25
Bäretswil,2015,786,794,945,1207,865,335,26
Bäretswil,2016,815,797,968,1221,868,351,26
Bäretswil,2017,826,741,967,1200,886,373,33
Bäretswil,2018,824,704,969,1180,907,392,33
Bäretswil,2019,836,733,943,1173,929,406,35
Bäretswil,2020,829,703,937,1173,942,427,38
Bäretswil,2021,796,683,933,1142,968,450,39
Bäretswil,2022,825,693,952,1159,965,465,46
Bäretswil,2023,825,715,946,1162,965,480,51
Bülach,2010,2670,3621,4142,3469,2494,996,86
Bülach,2011,2622,3563,4078,3543,2509,1061,96
Bülach,2012,2710,3656,4189,3596,2567,1100,110
Bülach,2013,2786,3692,4250,3725,2620,1177,98
Bülach,2014,2805,3767,4381,3852,2705,1242,96
Bülach,2015,2914,3803,4524,3927,2771,1306,97
Bülach,2016,2983,3726,4520,4002,2810,1361,100
Bülach,2017,3084,3718,4577,4077,2825,1426,110
Bülach,2018,3205,3862,4662,4192,2830,1521,114
Bülach,2019,3373,4074,4956,4302,2916,1588,127
Bülach,2020,3490,4185,5150,4381,2996,1646,125
Bülach,2021,3581,4086,5229,4450,2981,1716,147
Bülach,2022,3863,4373,5708,4638,3062,1796,153
Bülach,2023,3947,4460,5807,4689,3183,1863,173
Dachsen,2010,357,300,421,453,284,116,10
Dachsen,2011,358,303,396,472,295,123,7
Dachsen,2012,356,292,389,483,304,124,7
Dachsen,2013,355,315,363,508,305,125,8
Dachsen,2014,341,328,358,510,318,139,7
Dachsen,2015,329,324,345,515,317,147,9
Dachsen,2016,323,331,332,512,322,160,8
Dachsen,2017,301,309,322,504,320,166,9
Dachsen,2018,288,309,313,502,312,185,7
Dachsen,2019,272,313,313,495,329,187,7
Dachsen,2020,276,294,306,500,338,189,9
Dachsen,2021,280,290,319,504,358,186,11
Dachsen,2022,270,293,324,493,357,197,17
Dachsen,2023,266,311,330,470,377,200,20
Dielsdorf,2010,872,1118,1377,1207,793,255,24
Dielsdorf,2011,873,1140,1364,1257,835,268,30
Dielsdorf,2012,876,1141,1355,1238,874,272,31
Dielsdorf,2013,871,1104,1403,1272,904,286,31
Dielsdorf,2014,870,1106,1401,1264,931,308,29
Dielsdorf,2015,881,1058,1397,1276,951,327,27
Dielsdorf,2016,894,1027,1434,1291,948,337,31
Dielsdorf,2017,875,1020,1428,1284,936,365,32
Dielsdorf,2018,892,1008,1463,1279,924,389,33
Dielsdorf,2019,870,987,1443,1285,942,397,36
Dielsdorf,2020,886,952,1467,1263,950,413,35
Dielsdorf,2021,892,965,1470,1280,951,438,45
Dielsdorf,2022,903,994,1483,1305,947,465,45
Dielsdorf,2023,938,1072,1534,1324,949,495,48
Dietikon,2010,3680,4875,5441,4539,3317,1610,116
Dietikon,2011,3700,5026,5654,4618,3295,1680,141
Dietikon,2012,3790,5262,5838,4702,3321,1716,143
Dietikon,2013,3897,5415,5952,4890,3274,1756,142
Dietikon,2014,4063,5683,6192,5061,3262,1779,138
Dietikon,2015,4137,5661,6405,5192,3252,1849,137
Dietikon,2016,4173,5577,6549,5265,3292,1916,157
Dietikon,2017,4202,5454,6581,5258,3296,1988,157
Dietikon,2018,4233,5447,6662,5284,3293,2066,161
Dietikon,2019,4342,5563,6846,5334,3316,2092,168
Dietikon,2020,4407,5552,7014,5406,3351,2116,182
Dietikon,2021,4477,5407,7037,5403,3380,2144,183
Dietikon,2022,4412,5351,7120,5471,3389,2150,194
Dietikon,2023,4448,5209,7192,5409,3495,2119,220
Dietlikon,2010,1080,1201,1656,1458,1164,477,17
Dietlikon,2011,1100,1183,1612,1497,1168,511,26
Dietlikon,2012,1092,1185,1599,1524,1184,547,33
Dietlikon,2013,1096,1173,1591,1530,1206,585,38
Dietlikon,2014,1142,1254,1686,1594,1233,610,44
Dietlikon,2015,1148,1266,1697,1589,1227,636,42
Dietlikon,2016,1150,1173,1694,1602,1230,659,43
Dietlikon,2017,1173,1214,1687,1620,1242,701,48
Dietlikon,2018,1184,1235,1699,1625,1244,722,59
Dietlikon,2019,1207,1216,1724,1651,1218,756,67
Dietlikon,2020,1214,1213,1743,1668,1209,748,72
Dietlikon,2021,1233,1237,1702,1664,1204,748,85
Dietlikon,2022,1212,1251,1679,1662,1187,762,93
Dietlikon,2023,1202,1350,1715,1694,1184,786,98
Dinhard,2010,228,202,297,302,277,73,8
Dinhard,2011,245,205,296,301,280,78,7
Dinhard,2012,251,217,298,308,279,91,7
Dinhard,2013,258,225,331,307,276,95,5
Dinhard,2014,252,216,316,309,277,105,7
Dinhard,2015,258,197,311,330,276,110,8
Dinhard,2016,275,200,303,341,284,118,8
Dinhard,2017,275,203,325,340,277,124,7
Dinhard,2018,283,233,365,356,274,137,6
Dinhard,2019,280,256,351,368,284,137,10
Dinhard,2020,291,255,365,385,288,143,13
Dinhard,2021,293,241,357,384,293,152,10
Dinhard,2022,296,224,366,372,292,168,12
Dinhard,2023,294,225,347,388,294,178,11
Dorf,2010,119,108,133,155,91,24,3
Dorf,2011,114,113,125,159,96,24,2
Dorf,2012,105,114,120,172,92,28,3
Dorf,2013,97,116,99,183,98,25,2
Dorf,2014,99,122,107,183,101,29,2
Dorf,2015,88,119,100,188,97,34,1
Dorf,2016,92,120,102,178,97,37,0
Dorf,2017,104,131,119,191,103,36,0
Dorf,2018,98,117,109,187,108,39,0
Dorf,2019,94,114,108,194,104,44,0
Dorf,2020,97,117,109,190,106,45,1
Dorf,2021,104,117,126,183,115,49,1
Dorf,2022,105,113,136,181,120,56,1
Dorf,2023,108,112,146,170,124,60,1
Dägerlen,2010,191,168,227,259,107,49,4
Dägerlen,2011,183,159,222,264,109,50,5
Dägerlen,2012,184,146,210,271,123,46,6
Dägerlen,2013,190,137,212,265,125,45,3
Dägerlen,2014,189,134,201,279,127,46,3
Dägerlen,2015,181,155,198,284,143,51,2
Dägerlen,2016,176,152,180,279,149,53,3
Dägerlen,2017,180,158,175,283,162,50,4
Dägerlen,2018,169,155,176,282,178,53,3
Dägerlen,2019,160,163,195,279,182,51,7
Dägerlen,2020,144,166,201,277,187,55,8
Dägerlen,2021,137,172,200,281,203,58,7
Dägerlen,2022,138,195,199,285,205,64,7
Dägerlen,2023,153,201,214,274,211,66,7
Dällikon,2010,605,627,870,817,537,143,6
Dällikon,2011,590,623,860,856,552,155,5
Dällikon,2012,593,651,841,881,579,172,5
Dällikon,2013,594,667,819,888,580,191,7
Dällikon,2014,620,715,847,906,591,213,7
Dällikon,2015,619,701,858,938,609,215,10
Dällikon,2016,656,727,876,968,602,229,9
Dällikon,2017,655,709,894,981,611,237,13
Dällikon,2018,661,695,918,978,625,241,16
Dällikon,2019,677,667,948,970,626,262,20
Dällikon,2020,712,665,992,962,640,280,18
Dällikon,2021,711,678,994,955,629,306,18
Dällikon,2022,709,685,972,916,648,322,16
Dällikon,2023,729,697,999,943,652,334,15
Dänikon,2010,323,403,440,461,209,64,3
Dänikon,2011,326,405,421,464,223,69,5
Dänikon,2012,331,386,431,467,241,67,6
Dänikon,2013,331,380,437,471,253,67,7
Dänikon,2014,339,348,452,467,266,66,6
Dänikon,2015,302,341,432,473,265,71,4
Dänikon,2016,290,334,420,480,265,83,5
Dänikon,2017,290,321,402,499,270,81,6
Dänikon,2018,294,311,405,487,288,82,6
Dänikon,2019,297,307,378,489,291,90,8
Dänikon,2020,293,299,364,475,317,88,11
Dänikon,2021,292,292,360,470,328,93,14
Dänikon,2022,287,293,374,456,342,99,11
Dänikon,2023,292,287,365,457,354,95,14
Dättlikon,2010,145,109,186,162,109,31,4
Dättlikon,2011,144,113,189,159,107,33,2
Dättlikon,2012,141,112,173,178,111,31,2
Dättlikon,2013,143,106,173,183,115,34,2
Dättlikon,2014,150,98,163,197,117,36,1
Dättlikon,2015,143,98,151,196,115,40,2
Dättlikon,2016,160,94,155,205,125,37,4
Dättlikon,2017,164,91,155,199,130,40,4
Dättlikon,2018,158,96,155,208,124,46,3
Dättlikon,2019,147,97,141,211,124,52,5
Dättlikon,2020,147,99,149,219,120,59,6
Dättlikon,2021,147,92,133,229,121,64,7
Dättlikon,2022,138,109,147,224,140,64,7
Dättlikon,2023,130,120,148,216,148,72,8
Dübendorf,2010,3720,4436,6443,4966,3517,1662,138
Dübendorf,2011,3771,4366,6466,5101,3526,1745,149
Dübendorf,2012,3758,4347,6530,5192,3553,1784,135
Dübendorf,2013,3785,4449,6540,5402,3547,1846,150
Dübendorf,2014,3912,4503,6601,5607,3572,1912,157
Dübendorf,2015,4034,4554,6721,5757,3563,1981,149
Dübendorf,2016,4093,4816,6883,5992,3559,2003,164
Dübendorf,2017,4126,4983,7082,6052,3536,2040,183
Dübendorf,2018,4208,5062,7305,6151,3558,2090,205
Dübendorf,2019,4242,5246,7481,6315,3575,2155,214
Dübendorf,2020,4359,5338,7703,6425,3608,2192,229
Dübendorf,2021,4396,5512,7920,6548,3612,2242,262
Dübendorf,2022,4414,5430,8096,6531,3690,2284,278
Dübendorf,2023,4411,5629,8353,6646,3786,2316,299
Dürnten,2010,1166,1188,1395,1541,929,414,32
Dürnten,2011,1213,1279,1489,1642,973,425,34
Dürnten,2012,1233,1264,1492,1711,992,429,38
Dürnten,2013,1209,1247,1462,1740,1038,418,43
Dürnten,2014,1245,1304,1473,1797,1077,440,38
Dürnten,2015,1220,1289,1471,1827,1093,452,40
Dürnten,2016,1227,1288,1457,1836,1141,483,38
Dürnten,2017,1229,1303,1457,1839,1159,495,36
Dürnten,2018,1210,1288,1478,1849,1197,528,40
Dürnten,2019,1213,1253,1489,1823,1233,541,42
Dürnten,2020,1205,1252,1505,1827,1235,574,47
Dürnten,2021,1203,1262,1499,1806,1284,568,55
Dürnten,2022,1206,1268,1523,1796,1308,617,61
Dürnten,2023,1207,1292,1537,1785,1352,639,56
Egg,2010,1194,1292,1601,1936,1395,549,30
Egg,2011,1246,1296,1656,1974,1415,597,30
Egg,2012,1235,1289,1660,2032,1425,626,35
Egg,2013,1198,1313,1570,2059,1433,660,40
Egg,2014,1206,1336,1552,2069,1439,684,44
Egg,2015,1194,1367,1513,2081,1450,714,59
Egg,2016,1236,1330,1501,2070,1473,725,60
Egg,2017,1253,1308,1478,2089,1472,783,59
Egg,2018,1299,1321,1506,2108,1471,800,69
Egg,2019,1333,1331,1561,2139,1503,843,76
Egg,2020,1351,1272,1610,2119,1512,874,82
Egg,2021,1359,1246,1588,2119,1531,902,82
Egg,2022,1353,1204,1567,2070,1559,935,77
Egg,2023,1351,1203,1585,2066,1561,959,87
Eglisau,2010,703,681,1018,971,613,212,15
Eglisau,2011,772,733,1067,1023,653,224,18
Eglisau,2012,804,784,1098,1068,677,251,19
Eglisau,2013,856,816,1137,1121,718,258,28
Eglisau,2014,887,765,1161,1114,743,265,26
Eglisau,2015,884,764,1132,1166,767,280,28
Eglisau,2016,912,788,1146,1199,777,295,31
Eglisau,2017,913,793,1142,1176,784,326,36
Eglisau,2018,920,776,1141,1208,794,334,34
Eglisau,2019,927,800,1182,1220,819,348,39
Eglisau,2020,965,849,1214,1224,842,365,40
Eglisau,2021,976,820,1210,1220,845,398,45
Eglisau,2022,976,793,1188,1242,863,416,50
Eglisau,2023,976,833,1221,1230,894,443,46
Elgg,2010,729,796,886,991,637,307,23
Elgg,2011,732,817,903,1036,658,308,24
Elgg,2012,724,818,921,1051,670,307,22
Elgg,2013,763,822,916,1061,687,317,29
Elgg,2014,748,839,909,1075,696,323,37
Elgg,2015,758,824,904,1098,726,337,43
Elgg,2016,770,834,919,1129,742,366,47
Elgg,2017,770,834,941,1155,757,396,50
Elgg,2018,770,812,955,1137,780,395,49
Elgg,2019,783,781,991,1142,789,398,51
Elgg,2020,803,774,987,1132,806,407,42
Elgg,2021,817,779,1014,1132,798,431,43
Elgg,2022,840,754,1060,1113,809,438,55
Elgg,2023,817,766,1070,1105,853,445,55
Ellikon,2010,169,152,219,190,105,53,1
Ellikon,2011,165,146,218,199,111,51,2
Ellikon,2012,174,141,215,210,120,52,2
Ellikon,2013,166,137,212,218,116,52,2
Ellikon,2014,157,145,196,233,116,56,4
Ellikon,2015,155,143,179,228,119,58,3
Ellikon,2016,154,136,165,235,129,58,5
Ellikon,2017,159,140,171,232,137,60,4
Ellikon,2018,158,132,180,229,137,61,6
Ellikon,2019,154,137,175,228,140,61,6
Ellikon,2020,156,130,195,243,152,54,5
Ellikon,2021,162,169,223,266,160,58,6
Ellikon,2022,162,160,220,262,167,59,5
Ellikon,2023,169,145,221,259,164,60,6
Elsau,2010,512,596,643,807,543,211,13
Elsau,2011,496,606,642,833,541,226,15
Elsau,2012,511,584,618,857,548,220,13
Elsau,2013,532,577,640,857,574,228,12
Elsau,2014,546,574,657,847,593,235,12
Elsau,2015,549,587,645,848,591,246,11
Elsau,2016,573,572,673,844,593,259,19
Elsau,2017,597,581,711,840,610,257,20
Elsau,2018,621,580,716,838,604,273,23
Elsau,2019,610,558,715,837,615,282,28
Elsau,2020,591,563,708,843,616,300,33
Elsau,2021,605,560,714,836,644,301,32
Elsau,2022,600,545,727,834,663,295,35
Elsau,2023,585,557,757,834,675,317,32
Embrach,2010,1452,1674,2083,2034,1223,359,31
Embrach,2011,1472,1692,2048,2046,1230,393,34
Embrach,2012,1473,1662,2058,2058,1277,411,36
Embrach,2013,1471,1592,2016,2062,1310,439,36
Embrach,2014,1499,1638,2042,2061,1325,478,41
Embrach,2015,1505,1590,2051,2071,1375,507,44
Embrach,2016,1529,1592,1983,2089,1380,537,51
Embrach,2017,1538,1669,2046,2129,1426,558,53
Embrach,2018,1523,1652,2045,2173,1384,600,57
Embrach,2019,1512,1611,2037,2175,1374,656,45
Embrach,2020,1534,1630,2056,2225,1409,692,54
Embrach,2021,1569,1704,2111,2252,1447,713,64
Embrach,2022,1569,1767,2152,2214,1500,734,65
Embrach,2023,1633,1806,2236,2234,1543,767,67
Erlenbach,2010,902,716,1125,1251,843,375,35
Erlenbach,2011,881,737,1107,1293,834,372,42
Erlenbach,2012,888,733,1090,1339,839,397,32
Erlenbach,2013,876,724,1056,1376,845,424,35
Erlenbach,2014,888,760,1065,1420,833,439,38
Erlenbach,2015,887,780,1044,1434,847,442,38
Erlenbach,2016,896,774,1044,1443,838,461,46
Erlenbach,2017,893,787,1014,1491,850,481,51
Erlenbach,2018,912,769,1049,1472,843,503,57
Erlenbach,2019,903,767,1015,1464,846,532,59
Erlenbach,2020,874,782,1021,1459,851,536,77
Erlenbach,2021,877,776,1033,1431,881,544,77
